"Word","Translation"
"Edit group","Edit group"
"Edit Profile","Edit Profile"
"Edit Template","Edit Template"
"Edit template: %s","Edit template: %s"
"Edit transaction","Edit transaction"
"Editor","Editor"
"EFB test DataFlildset","EFB test DataFlildset"
"eg: A4 or Letter","eg: A4 or Letter"
"Email","Email"
"Email Address","Email Address"
"Email BCC","Email BCC"
"Email CC","Email CC"
"Email Change Request: %s","Email Change Request: %s"
"Email Change Request: http://localhost/testsite/","Email Change Request: http://localhost/testsite/"
"Email client letting them know this change has been completed.","Email client letting them know this change has been completed."
"Email Credit Note","Email Credit Note"
"Email Details","Email Details"
"Email For Approval","Email For Approval"
"Email Invoice","Email Invoice"
"Email Invoice: %s","Email Invoice: %s"
"Email Invoice: 111122Bdd","Email Invoice: 111122Bdd"
"Email Invoice: 130224","Email Invoice: 130224"
"Email Invoice: CO130303","Email Invoice: CO130303"
"Email Job","Email Job"
"Email Overdue Notice","Email Overdue Notice"
"Email Preview","Email Preview"
"Email preview sent successfully","Email preview sent successfully"
"Email Quote","Email Quote"
"Email Quote: %s","Email Quote: %s"
"Email Receipt","Email Receipt"
"Email sent successfully","Email sent successfully"
"Email Settings (SMTP)","Email Settings (SMTP)"
"Email Staff","Email Staff"
"Email staff (%s - %s tasks)","Email staff (%s - %s tasks)"
"Email Subject","Email Subject"
"Email Subject:","Email Subject:"
"Email this Job to Customer","Email this Job to Customer"
"Emails","Emails"
"Embed Ticket Form","Embed Ticket Form"
"Enable Changes","Enable Changes"
"Encrypt and Save","Encrypt and Save"
"Encrypted successfully! Saving...","Encrypted successfully! Saving..."
"Encrypted Value:","Encrypted Value:"
"Encryption","Encryption"
"Encryption Vault:","Encryption Vault:"
"End","End"
"End Date","End Date"
"End Time","End Time"
"English Word","English Word"
"Enter a dollar value here to create a deposit invoice for this job. Also supports entering a percentage (eg: 20%%)","Enter a dollar value here to create a deposit invoice for this job. Also supports entering a percentage (eg: 20%%)"
"Enter a list of email addresses here (comma separated) and this ticket message will be blind carbon copied to these recipients. These recipients can reply to the ticket and their reply will appeear here in the ticketing system if you have POP3/IMAP setup correctly.","Enter a list of email addresses here (comma separated) and this ticket message will be blind carbon copied to these recipients. These recipients can reply to the ticket and their reply will appeear here in the ticketing system if you have POP3/IMAP setup correctly."
"Enter a list of email addresses here (comma separated) and this ticket message will be carbon copied to these recipients.  These recipients can reply to the ticket and their reply will appeear here in the ticketing system if you have POP3/IMAP setup correctly.","Enter a list of email addresses here (comma separated) and this ticket message will be carbon copied to these recipients.  These recipients can reply to the ticket and their reply will appeear here in the ticketing system if you have POP3/IMAP setup correctly."
"Enter a manual job ""percent completed"" here and this will be used instead of the automatically calculated value.","Enter a manual job ""percent completed"" here and this will be used instead of the automatically calculated value."
"Enter anything you like in this blank field. eg: Passwords, Links, Notes, etc..","Enter anything you like in this blank field. eg: Passwords, Links, Notes, etc.."
"Enter Passphrase:","Enter Passphrase:"
"Enter the hour of day (eg: 7 for 7am, 14 for 2pm) to perform automatic actions - such as renewing invoices, subscriptions, overdue notices, etc...","Enter the hour of day (eg: 7 for 7am, 14 for 2pm) to perform automatic actions - such as renewing invoices, subscriptions, overdue notices, etc..."
"Enter Your Message:","Enter Your Message:"
"Enter your username and password","Enter your username and password"
"Envato","Envato"
"Envato Failure","Envato Failure"
"Envato Integration","Envato Integration"
"Envato Item","Envato Item"
"Envato Settings","Envato Settings"
"Envato Support","Envato Support"
"Envato:","Envato:"
"etc...","etc..."
"Event","Event"
"Event title can not be blank or contains ($<>)","Event title can not be blank or contains ($<>)"
"Every %s","Every %s"
"Every %s between %s and %s","Every %s between %s and %s"
"Every %s days, %s months and %s years between %s and %s","Every %s days, %s months and %s years between %s and %s"
"Every time an invoice is generated for this customer the INVOICE NUMBER will be prefixed with this value.","Every time an invoice is generated for this customer the INVOICE NUMBER will be prefixed with this value."
"Everyone","Everyone"
"Everything","Everything"
"Example","Example"
"Example: $ or &pound;","Example: $ or &pound;"
"Example: 0.30 do not enter $ sign","Example: 0.30 do not enter $ sign"
"Example: 1.5 do not enter $ sign","Example: 1.5 do not enter $ sign"
"Example: 1.5 do not enter %% sign","Example: 1.5 do not enter %% sign"
"Example: 2.9 do not enter %% sign","Example: 2.9 do not enter %% sign"
"Example: es or de","Example: es or de"
"Example: Spanish or German;","Example: Spanish or German;"
"Example: USD or AUD","Example: USD or AUD"
"Exception when getting data","Exception when getting data"
"Expense","Expense"
"Expense/Debit","Expense/Debit"
"Expenses","Expenses"
"Expenses for 30/01/2012 to 06/02/2012","Expenses for 30/01/2012 to 06/02/2012"
"export","export"
"Export all results as PDF","Export all results as PDF"
"Export all these results:","Export all these results:"
"Export CSV","Export CSV"
"Export CSV File","Export CSV File"
"Export Tasks","Export Tasks"
"External","External"
"External Customer Link","External Customer Link"
"Extra Details","Extra Details"
"Extra Field","Extra Field"
"Extra field deleted successfully.","Extra field deleted successfully."
"Extra field saved successfully","Extra field saved successfully"
"Extra Fields","Extra Fields"
"Extra Information","Extra Information"
"Facebook","Facebook"
"Facebook Account","Facebook Account"
"Facebook Account Name","Facebook Account Name"
"Facebook Accounts","Facebook Accounts"
"Facebook Page","Facebook Page"
"Failures","Failures"
"FAQ","FAQ"
"FAQ Product","FAQ Product"
"FAQ Products","FAQ Products"
"FAQs","FAQs"
"Fax","Fax"
"Feb","Feb"
"February","February"
"Field Name","Field Name"
"Field Type","Field Type"
"Fields","Fields"
"File","File"
"File Comments","File Comments"
"File Description","File Description"
"File Details","File Details"
"File Emails","File Emails"
"File has not been sent for approval.","File has not been sent for approval."
"File is waiting for approval. Please <a href=""%s"" target=""_blank"">click here</a> for options.","File is waiting for approval. Please <a href=""%s"" target=""_blank"">click here</a> for options."
"File Name","File Name"
"File Name / Description:","File Name / Description:"
"File saved successfully","File saved successfully"
"File Size","File Size"
"File URL","File URL"
"File: ","File: "
"File: %s","File: %s"
"Files","Files"
"Files <span class='label label-info'>101</span> ","Files <span class='label label-info'>101</span> "
"Files <span class='label label-info'>102</span> ","Files <span class='label label-info'>102</span> "
"Files <span class='label label-info'>103</span> ","Files <span class='label label-info'>103</span> "
"Files <span class='label label-info'>104</span> ","Files <span class='label label-info'>104</span> "
"Files <span class='label label-info'>105</span> ","Files <span class='label label-info'>105</span> "
"Files <span class='label label-info'>1</span> ","Files <span class='label label-info'>1</span> "
"Files <span class='label label-info'>2</span> ","Files <span class='label label-info'>2</span> "
"Files <span class='label label-info'>3</span> ","Files <span class='label label-info'>3</span> "
"Files <span class='label label-info'>5</span> ","Files <span class='label label-info'>5</span> "
"Files <span class='menu_label'>101</span> ","Files <span class='menu_label'>101</span> "
"Files <span class='menu_label'>104</span> ","Files <span class='menu_label'>104</span> "
"Files <span class='menu_label'>105</span> ","Files <span class='menu_label'>105</span> "
"Files <span class='menu_label'>1</span> ","Files <span class='menu_label'>1</span> "
"Files <span class='menu_label'>2</span> ","Files <span class='menu_label'>2</span> "
"Files <span class='menu_label'>3</span> ","Files <span class='menu_label'>3</span> "
"Files <span class='menu_label'>5</span> ","Files <span class='menu_label'>5</span> "
"Filter By:","Filter By:"
"Finance","Finance"
"Financial Transactions","Financial Transactions"
"Fine Tune Permissions","Fine Tune Permissions"
"Finish","Finish"
"Finished Date","Finished Date"
"First Name","First Name"
"Fixed on Scroll","Fixed on Scroll"
"for","for"
"For FTP usernames and passwords, or whatever else you need","For FTP usernames and passwords, or whatever else you need"
"For your reference, the fields are:","For your reference, the fields are:"
"Force full refresh of statistics","Force full refresh of statistics"
"Force refresh of item list","Force refresh of item list"
"Forgot Password","Forgot Password"
"Forgot password","Forgot password"
"Forgot Password?","Forgot Password?"
"Format for the recipients name. This is more of an advanced thing, the default here should be fine for everyone, but you could get fancy and use {COMPANY_NAME} if you like.","Format for the recipients name. This is more of an advanced thing, the default here should be fine for everyone, but you could get fancy and use {COMPANY_NAME} if you like."
"Fr","Fr"
"Fri","Fri"
"Friday","Friday"
"From","From"
"From https://coinbase.com/settings/api ","From https://coinbase.com/settings/api "
"From:","From:"
"Full URL (eg: http://) to the picture to use for this link preview","Full URL (eg: http://) to the picture to use for this link preview"
"Full URL (including http://) to where the user is taken after confirming their double opt-in","Full URL (including http://) to where the user is taken after confirming their double opt-in"
"Full URL (including http://) to where the user is taken after confirming their unsubscription","Full URL (including http://) to where the user is taken after confirming their unsubscription"
"Full URL (including http://) to where the user is taken after subscribing","Full URL (including http://) to where the user is taken after subscribing"
"Generate Credit Note","Generate Credit Note"
"Generating PDF","Generating PDF"
"Giving this user a password and login permissions will let them gain access to this system. Depending on the permissions you give them will decide what parts of the system they can access.","Giving this user a password and login permissions will let them gain access to this system. Depending on the permissions you give them will decide what parts of the system they can access."
"Google Calendar Integration","Google Calendar Integration"
"Google Checkout","Google Checkout"
"Google Checkout/Wallet Settings","Google Checkout/Wallet Settings"
"Google Checkout/Wallet setup instructions:","Google Checkout/Wallet setup instructions:"
"GoogleCal","GoogleCal"
"Greater Than...","Greater Than..."
"Group","Group"
"group deleted successfully","group deleted successfully"
"Group Members","Group Members"
"Group Name","Group Name"
"Group:","Group:"
"Groups","Groups"
"Has not run since: %s","Has not run since: %s"
"Hello and welcome to the Simple Newsletter system. Please choose a menu button from above.","Hello and welcome to the Simple Newsletter system. Please choose a menu button from above."
"Help","Help"
"help","help"
"Here are the URL's for <strong>Completed Finance Transactions</strong> (ie: ones you see in the <a href=""%s"">transaction listing</a> page).","Here are the URL's for <strong>Completed Finance Transactions</strong> (ie: ones you see in the <a href=""%s"">transaction listing</a> page)."
"Here are the URL's for <strong>Recurring Finance Transactions</strong> (ie: anything upcoming in the <a href=""%s"">recurring transactions listing</a> page).","Here are the URL's for <strong>Recurring Finance Transactions</strong> (ie: anything upcoming in the <a href=""%s"">recurring transactions listing</a> page)."
"Here is a link to the newsletter subscription form. When people fill this out they will appear in the ""Members"" area:","Here is a link to the newsletter subscription form. When people fill this out they will appear in the ""Members"" area:"
"Here is a link to the newsletter un-subscription form. People can click this and enter their email to be manually removed from receiving emails:","Here is a link to the newsletter un-subscription form. People can click this and enter their email to be manually removed from receiving emails:"
"Here is the URL for <strong>Weekly Finance Summary</strong> (ie: amount invoiced, earnt and spent at the end of each week).","Here is the URL for <strong>Weekly Finance Summary</strong> (ie: amount invoiced, earnt and spent at the end of each week)."
"Here is the URL for <strong>Your Alerts</strong> (ie: the listing from the dashbaord).","Here is the URL for <strong>Your Alerts</strong> (ie: the listing from the dashbaord)."
"Here you can apply a before tax discount to this invoice. You can name this anything, eg: DISCOUNT, CREDIT, REFUND, etc..","Here you can apply a before tax discount to this invoice. You can name this anything, eg: DISCOUNT, CREDIT, REFUND, etc.."
"Here you can apply a before tax discount to this job. You can name this anything, eg: DISCOUNT, CREDIT, REFUND, etc..","Here you can apply a before tax discount to this job. You can name this anything, eg: DISCOUNT, CREDIT, REFUND, etc.."
"Here you can apply a before tax discount to this quote. You can name this anything, eg: DISCOUNT, CREDIT, REFUND, etc..","Here you can apply a before tax discount to this quote. You can name this anything, eg: DISCOUNT, CREDIT, REFUND, etc.."
"Here you can copy and paste from Word, or simply type out your newsletter. The above template will be applied to this content. Note: if you copy and paste from another document or website, please use the 'Paste from Word' button or even better the 'Paste as Plain Text' button (otherwise your newsletter layout may break when you go to send it).","Here you can copy and paste from Word, or simply type out your newsletter. The above template will be applied to this content. Note: if you copy and paste from another document or website, please use the 'Paste from Word' button or even better the 'Paste as Plain Text' button (otherwise your newsletter layout may break when you go to send it)."
"Here you can insert a previously saved set of default tasks.","Here you can insert a previously saved set of default tasks."
"Here you can save the current tasks as defaults to be used later, or insert a previously saved set of defaults.","Here you can save the current tasks as defaults to be used later, or insert a previously saved set of defaults."
"Hi %s, and Welcome to %s","Hi %s, and Welcome to %s"
"Hidden","Hidden"
"Hide %s completed changes","Hide %s completed changes"
"Hide 1 completed changes","Hide 1 completed changes"
"Hide Completed Tasks","Hide Completed Tasks"
"High","High"
"Home Page","Home Page"
"Home Page:","Home Page:"
"Hourly Rate","Hourly Rate"
"Hourly Rate & Amount","Hourly Rate & Amount"
"Hours","Hours"
"hours","hours"
"Hours Billed","Hours Billed"
"Hours Logged","Hours Logged"
"Hours Logged for 02/01/2012 to 09/01/2012","Hours Logged for 02/01/2012 to 09/01/2012"
"Hours Logged for 05/26/2014 to 06/02/2014","Hours Logged for 05/26/2014 to 06/02/2014"
"Hours Logged for 06/02/2014 to 06/09/2014","Hours Logged for 06/02/2014 to 06/09/2014"
"Hours Logged for 2014/06/02 to 2014/06/09","Hours Logged for 2014/06/02 to 2014/06/09"
"Hours Logged for 2014/06/09 to 2014/06/16","Hours Logged for 2014/06/09 to 2014/06/16"
"Hours Logged for 2014/08/06","Hours Logged for 2014/08/06"
"Hours/Quantity","Hours/Quantity"
"Hours:","Hours:"
"How many bounces before we unsubscribe this member","How many bounces before we unsubscribe this member"
"How many days after the invoice is created should the due date be set?","How many days after the invoice is created should the due date be set?"
"How many days after the invoice is overdue is the automated email sent (set to 0 will send on the date the invoice is due)","How many days after the invoice is overdue is the automated email sent (set to 0 will send on the date the invoice is due)"
"How many days after the last automatic overdue reminder is the overdue reminder re-sent automatically (set to 0 to disable this option)","How many days after the last automatic overdue reminder is the overdue reminder re-sent automatically (set to 0 to disable this option)"
"How many days prior to the renewal date will an invoice be generated.","How many days prior to the renewal date will an invoice be generated."
"How many emails the server will try to sent at the same time. Setting this too high may get you banned by your hosting provider.","How many emails the server will try to sent at the same time. Setting this too high may get you banned by your hosting provider."
"How many emails you can send per day, hour or minute","How many emails you can send per day, hour or minute"
"How many emails you can send per day, hour or minute. Set to 0 for unlimited emails.","How many emails you can send per day, hour or minute. Set to 0 for unlimited emails."
"How to","How to"
"hr","hr"
"hrs","hrs"
"I D document","I D document"
"Icon","Icon"
"If a customer fills in this form and the email address already exists in the system then it can update the existing entry instead of creating a new customer entry. If updating existing entry then the new customer name will be applied, which could differ from existing company name. Set this option to ""Always Create New Customer Entry"" if you do not want a customer to be able to update their existing details.","If a customer fills in this form and the email address already exists in the system then it can update the existing entry instead of creating a new customer entry. If updating existing entry then the new customer name will be applied, which could differ from existing company name. Set this option to ""Always Create New Customer Entry"" if you do not want a customer to be able to update their existing details."
"If the customer is given a credit here you will have an option to apply this credit to an invoice. If a customer over pays an invoice you will be prompted to add that overpayment as credit onto their account.","If the customer is given a credit here you will have an option to apply this credit to an invoice. If a customer over pays an invoice you will be prompted to add that overpayment as credit onto their account."
"If the invoice has been cancelled set the date here. Payment reminders for this invoice will no longer be generated.","If the invoice has been cancelled set the date here. Payment reminders for this invoice will no longer be generated."
"If the Nothing (default) option does not work, try using SSL or TLS.","If the Nothing (default) option does not work, try using SSL or TLS."
"If the user is a staff member they will display in the staff drop down list.","If the user is a staff member they will display in the staff drop down list."
"If this field is searchable it will display in the main search bar. Also quick search will return results matching this field. Note: Making every field searchable will slow down the ""Quick Search"".","If this field is searchable it will display in the main search bar. Also quick search will return results matching this field. Note: Making every field searchable will slow down the ""Quick Search""."
"If this is enabled then it will work out the fee in reverse. Enable this option in order to receive the correct amount from PayPal if you have set 2.9%% and 0.30 above.","If this is enabled then it will work out the fee in reverse. Enable this option in order to receive the correct amount from PayPal if you have set 2.9%% and 0.30 above."
"If this is ticked then by default newly created invoices will be sent automatic overdue notices. This can be disabled/enabled per invoice. See the ""Auto Overdue Email"" option near ""Due Date"".","If this is ticked then by default newly created invoices will be sent automatic overdue notices. This can be disabled/enabled per invoice. See the ""Auto Overdue Email"" option near ""Due Date""."
"If this is ticked then this note will be available to the customer and will be included in the {INVOICE_NOTES} shortcode in the invoice template.","If this is ticked then this note will be available to the customer and will be included in the {INVOICE_NOTES} shortcode in the invoice template."
"If this message is private only staff members will be able to see it. This message will not be sent or visible to the customer.","If this message is private only staff members will be able to see it. This message will not be sent or visible to the customer."
"If this option is enabled you can tell when users see the images in your newsletters","If this option is enabled you can tell when users see the images in your newsletters"
"If this option is selected then the CRON job will automatically email the automatically generated invoice to the subscribed Customer/Member","If this option is selected then the CRON job will automatically email the automatically generated invoice to the subscribed Customer/Member"
"If this option is selected then the CRON job will automatically renew this subscription and generate a new invoice. It will only renew if the previous invoice has been paid (to stop multiple outstanding invoices)","If this option is selected then the CRON job will automatically renew this subscription and generate a new invoice. It will only renew if the previous invoice has been paid (to stop multiple outstanding invoices)"
"If you find a word that does not translate correctly please report it to support.","If you find a word that does not translate correctly please report it to support."
"If you give this link to a user (or bookmark it for yourself) then it will log in automatically. To re-set an auto-login link simply change your password to something new.","If you give this link to a user (or bookmark it for yourself) then it will log in automatically. To re-set an auto-login link simply change your password to something new."
"If you have created or improved on a translation please click Export above and share it with support.","If you have created or improved on a translation please click Export above and share it with support."
"If you have duplicate words in the translation list click this button to remove them. Make a backup first!","If you have duplicate words in the translation list click this button to remove them. Make a backup first!"
"If you have the FAQ module installed this will show a drop down list of products and commoon support questions before the user creates a support ticket.","If you have the FAQ module installed this will show a drop down list of products and commoon support questions before the user creates a support ticket."
"If you want to display a list from another Customer Data Form here, choose it from the dropdown. If you choose a sub list then NO FIELDS WILL DISPLAY HERE, only the sub list.","If you want to display a list from another Customer Data Form here, choose it from the dropdown. If you choose a sub list then NO FIELDS WILL DISPLAY HERE, only the sub list."
"If your customer needs a deafult tax rate that is different from the system default please enter it here.","If your customer needs a deafult tax rate that is different from the system default please enter it here."
"Image","Image"
"Import","Import"
"Import CSV","Import CSV"
"Import Customers","Import Customers"
"Import Data: %s","Import Data: %s"
"Import Data: Customers","Import Data: Customers"
"Import Data: Products","Import Data: Products"
"Import Data: Websites","Import Data: Websites"
"Import Jobs","Import Jobs"
"Import Leads","Import Leads"
"Import Members","Import Members"
"Import Products","Import Products"
"Import Quotes","Import Quotes"
"Import Tasks","Import Tasks"
"Import Websites","Import Websites"
"in %s days","in %s days"
"In Progress","In Progress"
"Inbox","Inbox"
"Include http:// in your homepage address","Include http:// in your homepage address"
"Income","Income"
"Income for 30/01/2012 to 06/02/2012","Income for 30/01/2012 to 06/02/2012"
"Income/Credit","Income/Credit"
"Income/Expense","Income/Expense"
"Incomplete","Incomplete"
"Incomplete Job","Incomplete Job"
"incremental","incremental"
"Info","Info"
"Insert","Insert"
"Insert Image:","Insert Image:"
"Install Count","Install Count"
"Invalid username or password, please try again.","Invalid username or password, please try again."
"Investment Amount","Investment Amount"
"Invoicable Amount","Invoicable Amount"
"Invoicable:","Invoicable:"
"Invoice","Invoice"
"Invoice #","Invoice #"
"Invoice #%s for %s on %s (paid on %s)","Invoice #%s for %s on %s (paid on %s)"
"Invoice %s","Invoice %s"
"Invoice Cancelled","Invoice Cancelled"
"Invoice Date","Invoice Date"
"Invoice Emails","Invoice Emails"
"Invoice Finances:","Invoice Finances:"
"Invoice items","Invoice items"
"Invoice Items","Invoice Items"
"Invoice Not Sent","Invoice Not Sent"
"Invoice Notes","Invoice Notes"
"Invoice Number","Invoice Number"
"Invoice Number:","Invoice Number:"
"Invoice Overdue","Invoice Overdue"
"INVOICE PAID","INVOICE PAID"
"Invoice Payment","Invoice Payment"
"Invoice Payment Due","Invoice Payment Due"
"Invoice payment history","Invoice payment history"
"Invoice Payment History","Invoice Payment History"
"Invoice Payment Overdue","Invoice Payment Overdue"
"Invoice Payment: ","Invoice Payment: "
"Invoice Prefix","Invoice Prefix"
"Invoice Prior","Invoice Prior"
"Invoice Refund","Invoice Refund"
"Invoice Renewal Pending","Invoice Renewal Pending"
"Invoice saved successfully","Invoice saved successfully"
"Invoice Settings","Invoice Settings"
"Invoice Total","Invoice Total"
"Invoice: ","Invoice: "
"Invoice: #%s","Invoice: #%s"
"Invoiced","Invoiced"
"Invoiced:","Invoiced:"
"Invoices","Invoices"
"Invoices <span class='label label-info'>12</span> ","Invoices <span class='label label-info'>12</span> "
"Invoices <span class='label label-info'>1</span> ","Invoices <span class='label label-info'>1</span> "
"Invoices <span class='label label-info'>2</span> ","Invoices <span class='label label-info'>2</span> "
"Invoices <span class='label label-info'>3</span> ","Invoices <span class='label label-info'>3</span> "
"Invoices <span class='label label-info'>4</span> ","Invoices <span class='label label-info'>4</span> "
"Invoices <span class='label label-info'>51</span> ","Invoices <span class='label label-info'>51</span> "
"Invoices <span class='label label-info'>52</span> ","Invoices <span class='label label-info'>52</span> "
"Invoices <span class='label label-info'>6</span> ","Invoices <span class='label label-info'>6</span> "
"Invoices <span class='label label-info'>7</span> ","Invoices <span class='label label-info'>7</span> "
"Invoices <span class='label label-info'>8</span> ","Invoices <span class='label label-info'>8</span> "
"Invoices <span class='menu_label'>12</span> ","Invoices <span class='menu_label'>12</span> "
"Invoices <span class='menu_label'>1</span> ","Invoices <span class='menu_label'>1</span> "
"Invoices <span class='menu_label'>2</span> ","Invoices <span class='menu_label'>2</span> "
"Invoices <span class='menu_label'>3</span> ","Invoices <span class='menu_label'>3</span> "
"Invoices <span class='menu_label'>4</span> ","Invoices <span class='menu_label'>4</span> "
"Invoices <span class='menu_label'>51</span> ","Invoices <span class='menu_label'>51</span> "
"Invoices <span class='menu_label'>52</span> ","Invoices <span class='menu_label'>52</span> "
"Invoices <span class='menu_label'>6</span> ","Invoices <span class='menu_label'>6</span> "
"Invoices <span class='menu_label'>7</span> ","Invoices <span class='menu_label'>7</span> "
"Invoices <span class='menu_label'>8</span> ","Invoices <span class='menu_label'>8</span> "
"Invoices Paid","Invoices Paid"
"Invoices Unpaid","Invoices Unpaid"
"It is probably best to include the {UNSUBSCRIBE} link in the template. Please add it so users can unsubscribe easily.","It is probably best to include the {UNSUBSCRIBE} link in the template. Please add it so users can unsubscribe easily."
"Item Installs","Item Installs"
"Item is taxable","Item is taxable"
"Item Name:","Item Name:"
"Item Type:","Item Type:"
"Item Versions <span class='menu_label'>1</span>","Item Versions <span class='menu_label'>1</span>"
"Jan","Jan"
"January","January"
"Job","Job"
"Job Amount","Job Amount"
"Job Completed","Job Completed"
"Job Create/Renew Date:","Job Create/Renew Date:"
"Job Date","Job Date"
"Job Deposit","Job Deposit"
"Job Description","Job Description"
"Job Details","Job Details"
"Job Discussion","Job Discussion"
"Job Emails","Job Emails"
"Job Finances:","Job Finances:"
"Job Groups","Job Groups"
"Job Invoices:","Job Invoices:"
"Job Name","Job Name"
"Job Not Started","Job Not Started"
"Job Notes","Job Notes"
"Job Progress","Job Progress"
"Job Renewal Pending","Job Renewal Pending"
"Job Report","Job Report"
"Job saved successfully","Job saved successfully"
"Job Tasks %s","Job Tasks %s"
"Job Title","Job Title"
"Job Title:","Job Title:"
"Job Todo","Job Todo"
"Job Total","Job Total"
"Job Type","Job Type"
"Job Type:","Job Type:"
"Job/Invoice Product Categories","Job/Invoice Product Categories"
"Job/Invoice Products","Job/Invoice Products"
"Job: ","Job: "
"Job:","Job:"
"Job: %s","Job: %s"
"Jobs","Jobs"
"jobs","jobs"
"Jobs <span class='label label-info'>13</span> ","Jobs <span class='label label-info'>13</span> "
"Jobs <span class='label label-info'>15</span> ","Jobs <span class='label label-info'>15</span> "
"Jobs <span class='label label-info'>1</span> ","Jobs <span class='label label-info'>1</span> "
"Jobs <span class='label label-info'>22</span> ","Jobs <span class='label label-info'>22</span> "
"Jobs <span class='label label-info'>2</span> ","Jobs <span class='label label-info'>2</span> "
"Jobs <span class='label label-info'>3</span> ","Jobs <span class='label label-info'>3</span> "
"Jobs <span class='label label-info'>4</span> ","Jobs <span class='label label-info'>4</span> "
"Jobs <span class='label label-info'>6</span> ","Jobs <span class='label label-info'>6</span> "
"Jobs <span class='label label-info'>8</span> ","Jobs <span class='label label-info'>8</span> "
"Jobs <span class='menu_label'>13</span> ","Jobs <span class='menu_label'>13</span> "
"Jobs <span class='menu_label'>15</span> ","Jobs <span class='menu_label'>15</span> "
"Jobs <span class='menu_label'>1</span> ","Jobs <span class='menu_label'>1</span> "
"Jobs <span class='menu_label'>22</span> ","Jobs <span class='menu_label'>22</span> "
"Jobs <span class='menu_label'>2</span> ","Jobs <span class='menu_label'>2</span> "
"Jobs <span class='menu_label'>3</span> ","Jobs <span class='menu_label'>3</span> "
"Jobs <span class='menu_label'>4</span> ","Jobs <span class='menu_label'>4</span> "
"Jobs <span class='menu_label'>6</span> ","Jobs <span class='menu_label'>6</span> "
"Jobs <span class='menu_label'>8</span> ","Jobs <span class='menu_label'>8</span> "
"Jul","Jul"
"July","July"
"Jun","Jun"
"June","June"
"kihkjhjk","kihkjhjk"
"Kitchen Type","Kitchen Type"
"landlords","landlords"
"Language","Language"
"Language and Translations","Language and Translations"
"Language Code","Language Code"
"Language Name","Language Name"
"Last Checked","Last Checked"
"Last Date/Time","Last Date/Time"
"Last Decryption:","Last Decryption:"
"Last Install","Last Install"
"Last Name","Last Name"
"Last Sent","Last Sent"
"last sent %s days ago","last sent %s days ago"
"Last Transaction","Last Transaction"
"Last transaction: %s on %s","Last transaction: %s on %s"
"Last Week","Last Week"
"Latest Version","Latest Version"
"Lead","Lead"
"Lead Groups","Lead Groups"
"Lead Information","Lead Information"
"Lead Name","Lead Name"
"Lead: %s","Lead: %s"
"Leads","Leads"
"Leave blank to send now. Pick a date in the future to send this message.","Leave blank to send now. Pick a date in the future to send this message."
"Left","Left"
"Less Than...","Less Than..."
"Licence","Licence"
"Line 1","Line 1"
"Line 2","Line 2"
"Link","Link"
"Link above contacts to this one, and make THIS one primary","Link above contacts to this one, and make THIS one primary"
"Link Caption","Link Caption"
"Link Description","Link Description"
"Link Picture","Link Picture"
"Link Post","Link Post"
"Link Title","Link Title"
"Linked Customer","Linked Customer"
"Linked FAQ Products","Linked FAQ Products"
"Linked Invoice","Linked Invoice"
"Linked Invoices","Linked Invoices"
"Linked Item","Linked Item"
"Linked Job","Linked Job"
"Linked Products","Linked Products"
"Linked Staff","Linked Staff"
"Load Defaults","Load Defaults"
"Loading","Loading"
"Loading Alerts...","Loading Alerts..."
"Loading data...","Loading data..."
"Loading URL information...","Loading URL information..."
"Loading...","Loading..."
"LOCAL DEMO","LOCAL DEMO"
"Location","Location"
"Log","Log"
"Login","Login"
"Login History","Login History"
"Logo","Logo"
"Logout","Logout"
"m/d/Y","m/d/Y"
"Main","Main"
"Main Menu","Main Menu"
"Make a Payment","Make a Payment"
"Make Payment","Make Payment"
"Manual","Manual"
"Manual CC","Manual CC"
"Manual Send","Manual Send"
"Manual send running. Progress will be displayed here, please stay on this page until it is complete. <a href=""%s"">Click here</a> to stop manual sending.","Manual send running. Progress will be displayed here, please stay on this page until it is complete. <a href=""%s"">Click here</a> to stop manual sending."
"Manually Renewing invoice for %s","Manually Renewing invoice for %s"
"Mar","Mar"
"March","March"
"Mark as unread","Mark as unread"
"Mark invoice as sent","Mark invoice as sent"
"Mark selected tickets as read","Mark selected tickets as read"
"Mark selected tickets as unread","Mark selected tickets as unread"
"Marketing","Marketing"
"May","May"
"Me:","Me:"
"Medium","Medium"
"Member Count","Member Count"
"Member Groups","Member Groups"
"Member Information","Member Information"
"Member Name","Member Name"
"Member Newsletters","Member Newsletters"
"Member Subscription Due","Member Subscription Due"
"Member:","Member:"
"Member: %s","Member: %s"
"Member: <strong>Fajar Alif</strong>","Member: <strong>Fajar Alif</strong>"
"Member: <strong>jhonatan vargas</strong>","Member: <strong>jhonatan vargas</strong>"
"Members","Members"
"members","members"
"Members <span class='label label-info'>13</span> ","Members <span class='label label-info'>13</span> "
"Members <span class='menu_label'>13</span> ","Members <span class='menu_label'>13</span> "
"Members <span class='menu_label'>2</span> ","Members <span class='menu_label'>2</span> "
"Menu Item","Menu Item"
"Menu Location","Menu Location"
"Menu Order","Menu Order"
"Menu Order (beta!)","Menu Order (beta!)"
"Menu Positions","Menu Positions"
"Merge Customer Invoices","Merge Customer Invoices"
"Merge selected invoices into this invoice","Merge selected invoices into this invoice"
"Message","Message"
"Message Content:","Message Content:"
